EmployeeNo,Gender,Age,MaritalStatus,Degree,Tier,Track,PrimaryCEG,SecondaryCEG,PerformanceRating,PotentialRating,PerDayRate,CostToCompany,EmployeeRatedEnvirementSatisfaction,EmployeeRatedJobInvolvement,EmployeeRatedJobSatisfaction,EmployeeratedRelationshipSatisfaction,EmployeeratedWorkLifeBalance,DateOfJoining,LastPromotionDate,CompanyTenure,RoleTenure,ElapsedPromotion,ManagerTenure,Longevity,Attrition
10000727,Female,31,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,1,3,3,22-Dec-17,22-Oct-19,4.9,3,0,3,1,0
10000819,Male,31,Married,Software Engineering,1,Quality,,,3,0,0,0,3,4,4,1,3,22-Aug-20,22-Oct-20,2.2,2,2,2,0,0
10000832,Male,31,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,3,3,2,22-Jun-20,22-Oct-20,2.4,2,2,2,0,1
10000896,Male,31,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,1,4,2,22-Jul-16,22-Oct-17,6.3,5,0,5,1,0
10000897,Female,31,Single,Software Engineering,2,Technology,,,3,0,0,0,3,2,1,2,3,22-Aug-12,22-Oct-13,10.2,9,1,9,1,0
10000951,Female,31,Other,Software Engineering,3,Quality,,,3,0,0,0,4,3,3,1,2,22-Jul-12,22-Oct-14,10.3,8,9,8,1,0
10000953,Female,31,Single,Software Engineering,1,Quality,,,3,0,0,0,4,3,2,1,4,22-Oct-18,22-Oct-20,4.0,2,2,2,1,1
10000981,Female,31,Single,Software Engineering,1,Quality,,,3,0,0,0,3,2,4,3,4,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,1
10000986,Male,31,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,4,2,22-Jul-12,22-Oct-20,10.3,2,6,2,1,1
10001013,Female,31,Single,Software Engineering,1,Quality,,,3,0,0,0,2,1,3,2,3,22-Feb-21,22-Feb-21,1.7,1.7,0,1.7,0,1
10001015,Female,31,Single,Software Engineering,4,Technology,,,3,0,0,0,1,3,2,3,4,22-Aug-19,22-Oct-20,3.2,2,1,2,1,0
10001017,Female,31,Single,Software Engineering,1,Technology,,,3,0,0,0,1,2,2,3,4,22-Oct-20,22-Oct-20,2.0,2,0,2,0,1
10001031,Male,31,Other,Software Engineering,3,Quality,,,3,0,0,0,1,3,4,1,3,22-Apr-09,22-Oct-15,13.5,7,9,7,1,0
10001034,Female,31,Single,Software Engineering,3,Technology,,,3,0,0,0,3,4,2,1,3,22-Mar-12,22-Oct-14,10.6,8,4,8,1,1
10001036,Female,31,Single,Software Engineering,1,ASM,,,3,0,0,0,4,4,2,4,3,22-Aug-19,22-Oct-20,3.2,2,0,2,1,0
10001037,Male,31,Married,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,3,1,22-Sep-20,22-Oct-20,2.1,2,2,2,0,1
10001086,Female,31,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,1,1,22-Oct-14,22-Oct-20,8.0,2,7,2,1,1
10001145,Male,31,Single,Other,2,Quality,,,3,0,0,0,4,3,1,4,3,22-Sep-17,22-Oct-20,5.1,2,0,2,1,0
10001192,Female,31,Married,Software Engineering,2,Quality,,,3,0,0,0,1,3,4,1,3,22-Jan-12,22-Jan-12,10.8,10.8,0,10.8,1,0
10001228,Male,31,Married,Software Engineering,1,Technology,,,3,0,0,0,2,3,3,4,4,22-Jul-17,22-Oct-20,5.3,2,0,2,1,0
10001240,Female,31,Single,Technical Degree,2,Technology,,,4,0,0,0,4,3,4,4,2,22-Jul-17,22-Oct-18,5.3,4,1,4,1,0
10001248,Male,31,Married,Technical Degree,2,Quality,,,3,0,0,0,1,3,3,3,3,22-Apr-17,22-Oct-20,5.5,2,0,2,1,0
10001258,Male,31,Married,Software Engineering,3,Quality,,,3,0,0,0,1,3,3,1,3,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,1
10001275,Female,31,Married,Software Engineering,2,Quality,,,3,0,0,0,1,2,4,1,3,22-Jul-10,22-Oct-15,12.3,7,5,7,1,0
10001307,Female,31,Married,Software Engineering,3,Quality,,,3,0,0,0,1,3,1,4,3,22-Jul-19,22-Oct-20,3.3,2,2,2,1,0
10001313,Male,31,Married,Software Engineering,1,ASM,,,3,0,0,0,4,4,1,3,3,22-Apr-21,22-Apr-21,1.5,1.5,0,1.5,0,1
10001342,Male,31,Other,Software Engineering,2,Technology,,,3,0,0,0,2,3,3,1,3,22-Aug-12,22-Oct-14,10.2,8,0,8,1,0
10001359,Female,31,Other,Software Engineering,2,Quality,,,3,0,0,0,3,3,4,4,3,22-Jul-17,22-Oct-20,5.3,2,1,2,1,0
10001361,Female,31,Other,Software Engineering,1,Technology,,,3,0,0,0,1,4,3,2,2,22-Oct-19,22-Oct-20,3.0,2,2,2,0,0
10001383,Male,31,Other,Software Engineering,1,Technology,,,3,0,0,0,3,3,1,4,4,22-Aug-18,22-Oct-20,4.2,2,2,2,1,0
10001390,Male,31,Married,Software Engineering,2,Technology,,,4,0,0,0,4,1,1,2,3,22-Jul-12,22-Oct-14,10.3,8,8,8,1,0
10001396,Male,31,Married,Software Engineering,2,Quality,,,3,0,0,0,1,3,4,3,3,22-Apr-12,22-Oct-15,10.5,7,0,7,1,1
10001403,Female,31,Other,Software Engineering,1,Technology,,,3,0,0,0,4,1,4,3,3,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10001406,Female,31,Married,Software Engineering,3,Technology,,,4,0,0,0,3,3,3,3,4,22-Apr-11,22-Oct-15,11.5,7,4,7,1,0
10001418,Male,31,Married,Software Engineering,1,Quality,,,3,0,0,0,1,3,3,3,3,22-Aug-20,22-Oct-20,2.2,2,1,2,0,0
10001464,Male,31,Single,Software Engineering,2,Technology,,,3,0,0,0,2,3,1,2,3,22-Apr-13,22-Oct-18,9.5,4,1,4,1,0
10000006,Male,32,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,4,3,2,22-Jan-15,22-Oct-15,7.8,7,3,7,1,0
10000017,Male,32,Other,Software Engineering,1,Technology,,,3,0,0,0,1,4,2,4,2,22-Jan-16,22-Oct-20,6.8,2,0,2,1,0
10000027,Female,32,Single,Software Engineering,1,Technology,,,4,0,0,0,2,1,1,2,3,22-Aug-12,22-Oct-20,10.2,2,6,2,1,1
10000061,Male,32,Married,Software Engineering,2,Technology,,,4,0,0,0,1,3,4,2,3,22-Jul-13,22-Oct-14,9.3,8,7,8,1,0
10000074,Male,32,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,2,2,3,22-Dec-11,22-Oct-18,10.9,4,0,4,1,0
10000095,Male,32,Single,Software Engineering,2,Quality,,,3,0,0,0,2,3,3,1,3,22-Jan-11,22-Oct-14,11.8,8,5,8,1,0
10000102,Male,32,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,1,4,3,22-Oct-20,22-Oct-20,2.0,2,0,2,0,0
10000141,Female,32,Single,Software Engineering,1,Technology,,,4,0,0,0,1,3,1,1,4,22-Jul-17,22-Oct-18,5.3,4,0,4,1,1
10000145,Male,32,Other,Software Engineering,2,Quality,,,3,0,0,0,4,1,4,4,4,22-Oct-13,22-Oct-15,9.0,7,0,7,1,0
10000155,Female,32,Single,Software Engineering,3,Quality,,,3,0,0,0,2,3,4,4,3,22-Jan-13,22-Oct-14,9.8,8,3,8,1,0
10000170,Male,32,Single,Software Engineering,1,Technology,,,4,0,0,0,3,3,3,1,3,22-Jun-17,22-Oct-18,5.4,4,1,4,1,0
10000211,Male,32,Married,Software Engineering,3,Quality,,,3,0,0,0,4,1,4,3,2,22-Feb-08,22-Oct-14,14.7,8,9,8,1,1
10000239,Female,32,Married,Software Engineering,1,Quality,,,3,0,0,0,3,3,2,1,3,22-Apr-18,22-Oct-19,4.5,3,1,3,1,0
10000240,Male,32,Single,Software Engineering,1,Technology,,,3,0,0,0,4,2,3,4,1,22-Jun-19,22-Oct-20,3.4,2,1,2,1,1
10000242,Male,32,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,4,1,3,22-Feb-19,22-Oct-20,3.7,2,2,2,1,0
10000261,Male,32,Married,Software Engineering,1,Technology,,,4,0,0,0,2,4,2,3,1,22-Apr-17,22-Oct-21,5.5,1,0,1,1,0
10000263,Male,32,Single,Technical Degree,2,Technology,,,3,0,0,0,4,2,1,4,3,22-Oct-15,22-Oct-20,7.0,2,0,2,1,0
10000307,Male,32,Married,Software Engineering,2,Quality,,,3,0,0,0,4,2,3,3,2,22-Apr-09,22-Oct-14,13.5,8,4,8,1,0
10000320,Female,32,Married,Technical Degree,2,Quality,,,3,0,0,0,3,2,2,4,3,22-Aug-09,22-Oct-10,13.2,12,11,12,1,0
10000323,Female,32,Single,Software Engineering,2,Technology,,,3,0,0,0,1,4,4,3,2,22-Apr-15,22-Oct-15,7.5,7,0,7,1,0
10000352,Female,32,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,2,3,3,22-Jan-14,22-Jan-14,8.8,8.8,0,8.8,1,0
10000470,Male,32,Married,Other,2,Quality,,,3,0,0,0,4,4,3,4,3,22-Oct-17,22-Oct-20,5.0,2,1,2,1,1
10000501,Female,32,Married,Software Engineering,2,Technology,,,3,0,0,0,1,3,4,4,2,22-Oct-15,22-Oct-18,7.0,4,0,4,1,0
10000528,Male,32,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,4,2,22-Dec-11,22-Oct-15,10.9,7,0,7,1,0
10000532,Female,32,Single,Software Engineering,3,Technology,,,3,0,0,0,3,3,4,4,3,22-Mar-15,22-Oct-15,7.6,7,7,7,1,0
10000559,Male,32,Married,Software Engineering,2,Technology,,,3,0,0,0,1,3,4,4,3,22-Jan-12,22-Oct-14,10.8,8,4,8,1,0
10000601,Female,32,Married,Software Engineering,2,Technology,,,3,0,0,0,3,2,3,3,3,22-Apr-08,22-Oct-09,14.5,13,6,13,1,0
10000623,Male,32,Other,Software Engineering,2,Quality,,,3,0,0,0,2,3,4,3,2,22-Jun-17,22-Oct-20,5.4,2,0,2,1,0
10000627,Female,32,Married,Software Engineering,2,Technology,,,3,0,0,0,3,4,3,3,2,22-Jan-17,22-Oct-19,5.8,3,1,3,1,0
10000638,Male,32,Other,Software Engineering,1,Technology,,,3,0,0,0,4,3,4,2,3,22-Jul-19,22-Jul-19,3.3,3.3,0,3.3,1,0
10000642,Male,32,Married,Software Engineering,2,Quality,,,3,0,0,0,2,3,2,4,3,22-Jul-12,22-Oct-14,10.3,8,5,8,1,0
10000657,Male,32,Single,Software Engineering,1,Technology,,,4,0,0,0,1,3,4,3,1,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,1
10000683,Female,32,Married,Software Engineering,1,Technology,,,4,0,0,0,3,2,2,3,3,22-Sep-19,22-Sep-19,3.1,3.1,0,3.1,1,0
10000693,Female,32,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,1,3,4,22-Apr-14,22-Oct-15,8.5,7,6,7,1,0
10000757,Female,32,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,2,3,22-Sep-14,22-Oct-15,8.1,7,7,7,1,0
10000851,Female,32,Other,Software Engineering,1,Quality,,,3,0,0,0,3,3,1,3,3,22-Aug-21,22-Aug-21,1.2,1.2,0,1.2,0,0
10000881,Female,32,Married,Other,1,Technology,,,4,0,0,0,3,2,2,3,3,22-Sep-20,22-Oct-20,2.1,2,2,2,0,0
10000882,Female,32,Single,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,4,3,22-Jun-14,22-Oct-15,8.4,7,0,7,1,0
10000936,Male,32,Married,Software Engineering,2,Quality,,,3,0,0,0,3,4,4,3,4,22-Jan-12,22-Oct-15,10.8,7,0,7,1,0
10000940,Male,32,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,1,3,22-Mar-12,22-Oct-18,10.6,4,1,4,1,1
10000992,Male,32,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,2,1,2,22-Aug-19,22-Oct-20,3.2,2,1,2,1,0
10001027,Male,32,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,3,2,22-Apr-18,22-Oct-19,4.5,3,0,3,1,0
10001076,Male,32,Single,Software Engineering,3,Technology,,,4,0,0,0,3,3,4,2,4,22-Mar-17,22-Oct-20,5.6,2,0,2,1,0
10001102,Female,32,Married,Software Engineering,2,Technology,,,3,0,0,0,4,2,2,1,3,22-Sep-15,22-Oct-21,7.1,1,2,1,1,0
10001114,Male,32,Married,Technical Degree,2,Technology,,,3,0,0,0,4,3,1,2,2,22-Jul-16,22-Oct-17,6.3,5,1,5,1,0
10001140,Female,32,Married,Other,1,Technology,,,3,0,0,0,2,4,4,4,3,22-Dec-18,22-Oct-20,3.9,2,0,2,1,0
10001191,Male,32,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,2,3,2,22-Mar-13,22-Oct-17,9.6,5,1,5,1,0
10001206,Male,32,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,2,1,3,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,1
10001227,Male,32,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,1,2,22-Sep-17,22-Oct-20,5.1,2,1,2,1,0
10001238,Male,32,Single,Software Engineering,2,Quality,,,3,0,0,0,1,1,2,2,3,22-Jan-22,22-Jan-22,0.8,0.8,0,0.8,0,1
10001242,Male,32,Married,Software Engineering,3,Quality,,,3,0,0,0,4,1,3,3,1,22-Jun-18,22-Oct-19,4.4,3,0,3,1,0
10001261,Male,32,Single,Technical Degree,1,Technology,,,3,0,0,0,2,3,2,2,3,22-Oct-14,22-Oct-15,8.0,7,0,7,1,0
10001320,Male,32,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,3,4,22-Mar-22,22-Mar-22,0.6,0.6,0,0.6,0,0
10001327,Male,32,Single,Software Engineering,2,Quality,,,3,0,0,0,3,2,2,3,2,22-Aug-20,22-Oct-20,2.2,2,2,2,0,1
10001376,Female,32,Single,Software Engineering,1,Technology,,,3,0,0,0,1,4,3,1,3,22-Jun-18,22-Oct-21,4.4,1,0,1,1,1
10001389,Female,32,Other,Software Engineering,2,Technology,,,3,0,0,0,3,3,4,2,3,22-Jan-17,22-Oct-21,5.8,1,1,1,1,0
10001395,Male,32,Single,Software Engineering,2,Technology,,,4,0,0,0,4,2,4,2,3,22-Aug-21,22-Aug-21,1.2,1.2,0,1.2,0,0
10001427,Female,32,Single,Software Engineering,1,Technology,,,3,0,0,0,3,2,2,3,3,22-Mar-16,22-Oct-20,6.6,2,4,2,1,0
10001429,Male,32,Married,Software Engineering,1,Quality,,,3,0,0,0,2,2,2,2,3,22-Apr-20,22-Oct-20,2.5,2,2,2,0,0
10001432,Female,32,Married,Software Engineering,3,Quality,,,3,0,0,0,3,3,4,3,3,22-Dec-07,22-Oct-12,14.9,10,5,10,1,0
10001450,Male,32,Single,Technical Degree,1,Technology,,,3,0,0,0,4,3,1,4,3,22-Jul-18,22-Oct-20,4.3,2,1,2,1,0
10000004,Female,33,Married,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,3,3,22-Oct-13,22-Oct-15,9.0,7,3,7,1,0
10000031,Male,33,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,4,4,3,22-Sep-21,22-Oct-21,1.1,1,0,1,0,0
10000040,Female,33,Married,Software Engineering,2,Quality,,,3,0,0,0,3,4,1,1,3,22-Sep-17,22-Oct-19,5.1,3,1,3,1,0
10000056,Female,33,Single,Software Engineering,3,Technology,,,3,0,0,0,1,3,4,3,3,22-Jan-07,22-Oct-08,15.8,14,8,14,1,0
10000122,Male,33,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,2,1,4,22-Jun-15,22-Oct-15,7.4,7,0,7,1,0
10000127,Female,33,Married,Software Engineering,3,Technology,,,3,0,0,0,4,3,4,4,2,22-Jan-82,22-Oct-12,40.8,10,15,10,1,1
10000153,Male,33,Married,Software Engineering,2,Quality,,,4,0,0,0,2,3,3,4,1,22-Jan-15,22-Oct-15,7.8,7,4,7,1,0
10000158,Female,33,Married,Software Engineering,1,Technology,,,4,0,0,0,2,2,2,2,2,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10000164,Male,33,Other,Software Engineering,3,Technology,,,3,0,0,0,3,4,4,2,1,22-Dec-16,22-Oct-19,5.9,3,1,3,1,0
10000176,Female,33,Other,Software Engineering,1,Technology,,,3,0,0,0,3,3,1,3,3,22-Feb-20,22-Oct-20,2.7,2,2,2,0,0
10000177,Male,33,Single,Software Engineering,1,Technology,,,3,0,0,0,3,3,4,1,4,22-Mar-19,22-Oct-21,3.6,1,0,1,1,0
10000185,Female,33,Other,Software Engineering,2,Technology,,,3,0,0,0,4,4,1,3,3,22-Feb-18,22-Oct-20,4.7,2,1,2,1,0
10000186,Female,33,Married,Software Engineering,1,Technology,,,3,0,0,0,4,3,2,4,3,22-Oct-13,22-Oct-15,9.0,7,1,7,1,0
10000191,Male,33,Married,Software Engineering,5,Technology,,,3,0,0,0,3,2,3,1,3,22-Jun-89,22-Oct-04,33.4,18,11,18,1,0
10000220,Female,33,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,1,4,3,22-Jun-16,22-Oct-20,6.4,2,0,2,1,0
10000222,Female,33,Married,Software Engineering,1,Technology,,,4,0,0,0,3,2,2,4,3,22-Jan-19,22-Oct-20,3.8,2,1,2,1,0
10000226,Male,33,Married,Software Engineering,1,Technology,,,3,0,0,0,3,2,4,1,3,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,0
10000231,Female,33,Single,Software Engineering,1,Technology,,,3,0,0,0,3,2,4,2,2,22-Jun-20,22-Oct-20,2.4,2,2,2,0,0
10000233,Male,33,Married,Software Engineering,1,ASM,,,3,0,0,0,2,3,3,4,2,22-Mar-20,22-Oct-20,2.6,2,2,2,0,0
10000235,Male,33,Married,Software Engineering,1,Technology,,,3,0,0,0,3,3,4,3,1,22-Mar-17,22-Oct-18,5.6,4,0,4,1,1
10000237,Female,33,Married,Software Engineering,1,Technology,,,4,0,0,0,1,3,1,1,4,22-Jun-13,22-Oct-15,9.4,7,1,7,1,1
10000238,Male,33,Single,Software Engineering,5,Quality,,,3,0,0,0,1,2,3,4,4,22-Oct-88,22-Oct-15,34.0,7,15,7,1,0
10000247,Female,33,Married,Software Engineering,1,Technology,,,3,0,0,0,3,2,4,3,2,22-Mar-20,22-Oct-20,2.6,2,0,2,0,0
10000281,Male,33,Married,Software Engineering,4,Technology,,,3,0,0,0,3,3,3,4,2,22-Aug-17,22-Oct-19,5.2,3,1,3,1,0
10000309,Male,33,Other,Software Engineering,2,Technology,,,3,0,0,0,4,1,3,4,3,22-Jul-17,22-Oct-19,5.3,3,1,3,1,0
10000314,Female,33,Married,Software Engineering,3,Technology,,,3,0,0,0,4,3,2,2,3,22-Jan-12,22-Oct-16,10.8,6,8,6,1,0
10000329,Male,33,Single,Software Engineering,2,Quality,,,3,0,0,0,2,2,4,3,2,22-Aug-15,22-Oct-15,7.2,7,0,7,1,0
10000364,Female,33,Single,Software Engineering,1,Quality,,,3,0,0,0,4,3,3,2,3,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,1
10000436,Male,33,Married,Software Engineering,3,Technology,,,3,0,0,0,2,3,3,4,4,22-Jan-15,22-Oct-16,7.8,6,7,6,1,1
10000437,Male,33,Other,Software Engineering,1,Technology,,,3,0,0,0,1,1,4,1,3,22-Jul-18,22-Oct-19,4.3,3,1,3,1,1
10000456,Female,33,Other,Software Engineering,4,Technology,,,3,0,0,0,1,4,3,3,3,22-Mar-16,22-Oct-21,6.6,1,0,1,1,0
10000500,Male,33,Other,Software Engineering,2,Quality,,,3,0,0,0,3,3,3,4,3,22-Feb-17,22-Feb-17,5.7,5.7,1,5.7,1,0
10000510,Male,33,Other,Software Engineering,2,Technology,,,4,0,0,0,3,3,4,3,1,22-Feb-09,22-Oct-11,13.7,11,4,11,1,0
10000515,Male,33,Single,Software Engineering,1,Technology,,,3,0,0,0,1,3,1,1,3,22-Feb-12,22-Oct-14,10.7,8,9,8,1,1
10000563,Male,33,Single,Other,1,Technology,,,3,0,0,0,4,3,4,3,2,22-Oct-11,22-Oct-13,11.0,9,7,9,1,1
10000591,Male,33,Married,Software Engineering,3,Technology,,,3,0,0,0,3,3,3,4,4,22-Dec-08,22-Oct-13,13.9,9,3,9,1,0
10000592,Female,33,Single,Software Engineering,2,Quality,,,3,0,0,0,1,3,1,3,3,22-Apr-19,22-Oct-20,3.5,2,0,2,1,1
10000620,Male,33,Other,Software Engineering,2,Quality,,,4,0,0,0,1,4,1,1,3,22-Jul-13,22-Oct-14,9.3,8,0,8,1,0
10000656,Male,33,Other,Software Engineering,1,ASM,,,3,0,0,0,4,3,2,3,4,22-Jun-18,22-Oct-19,4.4,3,0,3,1,0
10000674,Male,33,Single,Other,1,Technology,,,3,0,0,0,3,2,1,2,3,22-Oct-18,22-Oct-20,4.0,2,0,2,1,0
10000695,Female,33,Single,Software Engineering,2,Technology,,,3,0,0,0,2,2,4,1,3,22-Feb-17,22-Feb-17,5.7,5.7,1,5.7,1,0
10000711,Male,33,Single,Software Engineering,4,Quality,,,3,0,0,0,4,3,3,4,3,22-Feb-12,22-Oct-14,10.7,8,6,8,1,0
10000713,Female,33,Single,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,1,3,22-Oct-18,22-Oct-20,4.0,2,0,2,1,0
10000716,Female,33,Married,Other,2,Technology,,,3,0,0,0,3,4,2,1,3,22-Mar-16,22-Oct-17,6.6,5,1,5,1,0
10000755,Female,33,Single,Software Engineering,1,Quality,,,3,0,0,0,2,2,4,4,2,22-Feb-20,22-Oct-20,2.7,2,2,2,0,0
10000791,Male,33,Other,Software Engineering,3,Technology,,,3,0,0,0,4,2,4,3,3,22-Jun-19,22-Oct-20,3.4,2,1,2,1,0
10000793,Female,33,Single,Software Engineering,2,Technology,,,4,0,0,0,1,2,3,2,3,22-Jan-09,22-Oct-15,13.8,7,3,7,1,1
10000799,Male,33,Single,Software Engineering,1,Technology,,,4,0,0,0,1,2,2,2,3,22-Oct-19,22-Oct-20,3.0,2,2,2,0,1
10000803,Female,33,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,2,3,3,22-Oct-18,22-Oct-20,4.0,2,0,2,1,0
10000830,Female,33,Single,Software Engineering,2,Quality,,,3,0,0,0,1,3,1,1,3,22-Feb-17,22-Oct-20,5.7,2,0,2,1,1
10000864,Male,33,Married,Software Engineering,1,ASM,,,3,0,0,0,2,3,3,4,3,22-Dec-16,22-Oct-18,5.9,4,1,4,1,0
10000873,Female,33,Married,Software Engineering,2,Quality,,,3,0,0,0,2,3,3,1,2,22-Oct-11,22-Oct-15,11.0,7,0,7,1,0
10000884,Male,33,Married,Software Engineering,1,Technology,,,3,0,0,0,1,3,4,2,3,22-Dec-07,22-Oct-12,14.9,10,4,10,1,0
10000895,Male,33,Married,Software Engineering,4,Technology,,,3,0,0,0,4,3,4,1,3,22-Dec-11,22-Oct-13,10.9,9,0,9,1,0
10000898,Female,33,Single,Software Engineering,2,Quality,,,3,0,0,0,3,2,4,4,3,22-Jun-16,22-Oct-21,6.4,1,0,1,1,0
10000909,Male,33,Other,Software Engineering,3,Quality,,,3,0,0,0,4,4,3,4,3,22-Apr-13,22-Oct-14,9.5,8,0,8,1,0
10000920,Male,33,Single,Software Engineering,3,Technology,,,3,0,0,0,4,3,4,4,2,22-Jul-13,22-Oct-15,9.3,7,5,7,1,0
10000939,Male,33,Other,Software Engineering,1,Technology,,,3,0,0,0,1,3,3,4,3,22-Apr-20,22-Oct-20,2.5,2,2,2,0,0
10000948,Male,33,Single,Software Engineering,3,Quality,,,3,0,0,0,2,3,2,3,2,22-Dec-13,22-Oct-15,8.9,7,7,7,1,1
10000957,Male,33,Single,Software Engineering,5,ASM,,,3,0,0,0,4,3,2,1,3,22-Jul-15,22-Oct-19,7.3,3,7,3,1,0
10000967,Female,33,Married,Software Engineering,3,Technology,,,3,0,0,0,3,2,1,4,2,22-Aug-12,22-Oct-13,10.2,9,5,9,1,1
10000977,Male,33,Married,Software Engineering,4,Technology,,,3,0,0,0,4,3,2,1,3,22-Jun-03,22-Oct-06,19.4,16,15,16,1,0
10000991,Male,33,Married,Software Engineering,2,Quality,,,3,0,0,0,2,3,4,1,4,22-Aug-17,22-Oct-18,5.2,4,1,4,1,0
10000995,Female,33,Married,Software Engineering,4,Technology,,,3,0,0,0,4,4,3,2,2,22-Feb-17,22-Oct-19,5.7,3,0,3,1,0
10001048,Male,33,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,1,1,3,22-Oct-17,22-Oct-19,5.0,3,0,3,1,0
10001067,Female,33,Married,Software Engineering,1,Technology,,,3,0,0,0,1,2,2,4,3,22-Jan-17,22-Oct-18,5.8,4,0,4,1,0
10001075,Male,33,Single,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,1,3,22-Apr-22,22-Apr-22,0.5,0.5,0,0.5,0,0
10001092,Male,33,Single,Software Engineering,2,Technology,,,3,0,0,0,4,2,2,4,3,22-Aug-17,22-Oct-19,5.2,3,0,3,1,0
10001096,Male,33,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,3,2,3,22-Aug-07,22-Oct-08,15.2,14,5,14,1,0
10001106,Male,33,Married,Software Engineering,2,Quality,,,3,0,0,0,1,3,1,4,1,22-Mar-20,22-Oct-20,2.6,2,2,2,0,0
10001190,Male,33,Other,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,3,3,22-Feb-16,22-Oct-20,6.7,2,0,2,1,0
10001199,Female,33,Other,Software Engineering,2,Quality,,,4,0,0,0,3,3,4,3,3,22-Apr-16,22-Oct-17,6.5,5,1,5,1,0
10001211,Male,33,Married,Software Engineering,1,Technology,,,3,0,0,0,2,4,2,4,3,22-Dec-07,22-Oct-11,14.9,11,2,11,1,0
10001254,Female,33,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,2,4,2,22-Jan-11,22-Oct-15,11.8,7,1,7,1,0
10001256,Female,33,Single,Software Engineering,3,Quality,,,4,0,0,0,1,3,1,3,2,22-Feb-22,22-Feb-22,0.7,0.7,0,0.7,0,1
10001266,Male,33,Other,Technical Degree,2,Technology,,,3,0,0,0,4,3,2,4,2,22-Dec-12,22-Oct-14,9.9,8,1,8,1,0
10001283,Male,33,Married,Software Engineering,1,Technology,,,3,0,0,0,4,4,1,2,3,22-Jun-12,22-Oct-14,10.4,8,7,8,1,0
10001364,Male,33,Single,Software Engineering,2,Quality,,,3,0,0,0,2,3,3,2,2,22-Aug-12,22-Oct-18,10.2,4,0,4,1,0
10001399,Male,33,Other,Software Engineering,2,Technology,,,4,0,0,0,4,3,3,3,3,22-Jun-13,22-Oct-15,9.4,7,2,7,1,0
10001416,Male,33,Other,Software Engineering,1,Technology,,,3,0,0,0,2,2,3,3,2,22-Jan-21,22-Oct-21,1.8,1,0,1,0,0
10001426,Female,33,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,4,1,3,22-Jan-13,22-Oct-15,9.8,7,8,7,1,0
10000014,Male,34,Other,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,3,3,22-Apr-20,22-Oct-20,2.5,2,1,2,0,0
10000023,Female,34,Single,Software Engineering,3,Technology,,,3,0,0,0,1,3,2,3,3,22-Aug-10,22-Oct-16,12.2,6,2,6,1,0
10000025,Male,34,Single,Software Engineering,1,Technology,,,3,0,0,0,2,3,1,3,3,22-Dec-17,22-Oct-20,4.9,2,1,2,1,1
10000047,Male,34,Single,Software Engineering,2,Quality,,,4,0,0,0,2,3,3,3,3,22-Jan-13,22-Oct-17,9.8,5,8,5,1,0
